subject,trial,kind,stress_level
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Arithmetic,7
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,2,Stroop,2
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Mirror,7
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Relax,0
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Arithmetic,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
1,3,Stroop,4
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Stroop,5
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Arithmetic,3
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Relax,0
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,1,Mirror,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Stroop,4
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Arithmetic,3
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Mirror,4
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,2,Relax,0
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Stroop,3
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Arithmetic,7
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Mirror,5
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
2,3,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Relax,0
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Mirror,3
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Arithmetic,5
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,1,Stroop,4
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Mirror,5
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Relax,0
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Arithmetic,3
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,2,Stroop,5
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Mirror,7
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Relax,0
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Arithmetic,8
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
3,3,Stroop,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Arithmetic,5
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Mirror,3
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Relax,0
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,1,Stroop,4
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Arithmetic,3
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Relax,0
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Mirror,5
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,2,Stroop,2
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Arithmetic,7
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Relax,0
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Mirror,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
4,3,Stroop,5
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Stroop,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Mirror,6
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Relax,0
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
5,1,Arithmetic,6
